Language,Task,Assistant,Strategy,Likert
Spanish,B,Google,Strat8,2
Spanish,B,Google,Strat8,3
Spanish,B,Google,Strat8,5
Spanish,B,Google,Strat8,2
Spanish,B,Siri,Strat9,5
Spanish,B,Siri,Strat9,1
Spanish,B,Siri,Strat9,3
Spanish,B,Siri,Strat9,1
Spanish,B,Siri,Strat9,2
Spanish,B,Siri,Strat9,1
Spanish,B,Siri,Strat9,4
Spanish,B,Siri,Strat9,1
Spanish,B,Siri,Strat9,1
Spanish,B,Siri,Strat9,4
Spanish,B,Siri,Strat9,3
Spanish,B,Siri,Strat9,1
Spanish,B,Siri,Strat9,4
Spanish,B,Siri,Strat9,5
Spanish,B,Siri,Strat9,3
Spanish,B,Siri,Strat9,4
Spanish,B,Siri,Strat9,2
Spanish,B,Siri,Strat9,4
Spanish,B,Siri,Strat9,2
Spanish,B,Siri,Strat9,1
Spanish,B,Siri,Strat9,1
Spanish,B,Siri,Strat9,4
Spanish,B,Siri,Strat9,4
Spanish,B,Siri,Strat9,3
Spanish,B,Siri,Strat9,4
Spanish,B,Siri,Strat9,2
Spanish,B,Siri,Strat9,4
Spanish,B,Siri,Strat9,3
Spanish,B,Siri,Strat9,5
Spanish,B,Siri,Strat9,3
Spanish,B,Siri,Strat9,4
Spanish,B,Siri,Strat9,2
Spanish,B,Siri,Strat9,3
Spanish,B,Siri,Strat9,2
Spanish,B,Siri,Strat9,4
Spanish,B,Siri,Strat9,3
Spanish,B,Siri,Strat9,1
Spanish,B,Siri,Strat9,4
Spanish,B,Siri,Strat9,5
Spanish,B,Siri,Strat9,1
Spanish,B,Siri,Strat9,4
Spanish,B,Siri,Strat9,2
Spanish,B,Siri,Strat9,2
Spanish,B,Siri,Strat9,2
Spanish,B,Siri,Strat9,3
Spanish,B,Siri,Strat9,3
Spanish,B,Siri,Strat9,3
Spanish,B,Siri,Strat9,2
Spanish,B,Siri,Strat9,5
Spanish,B,Siri,Strat9,4
Spanish,B,Google,Strat9,2
Spanish,B,Google,Strat9,2
Spanish,B,Google,Strat9,4
Spanish,B,Google,Strat9,1
Spanish,B,Google,Strat9,1
Spanish,B,Google,Strat9,1
Spanish,B,Google,Strat9,3
Spanish,B,Google,Strat9,1
Spanish,B,Google,Strat9,1
Spanish,B,Google,Strat9,5
Spanish,B,Google,Strat9,1
Spanish,B,Google,Strat9,1
Spanish,B,Google,Strat9,4
Spanish,B,Google,Strat9,2
Spanish,B,Google,Strat9,1
Spanish,B,Google,Strat9,4
Spanish,B,Google,Strat9,2
Spanish,B,Google,Strat9,3
Spanish,B,Google,Strat9,4
Spanish,B,Google,Strat9,1
Spanish,B,Google,Strat9,1
Spanish,B,Google,Strat9,3
Spanish,B,Google,Strat9,4
Spanish,B,Google,Strat9,3
Spanish,B,Google,Strat9,2
Spanish,B,Google,Strat9,2
Spanish,B,Google,Strat9,3
Spanish,B,Google,Strat9,2
Spanish,B,Google,Strat9,2
Spanish,B,Google,Strat9,2
Spanish,B,Google,Strat9,3
Spanish,B,Google,Strat9,2
Spanish,B,Google,Strat9,3
Spanish,B,Google,Strat9,1
Spanish,B,Google,Strat9,2
Spanish,B,Google,Strat9,2
Spanish,B,Google,Strat9,1
Spanish,B,Google,Strat9,4
Spanish,B,Google,Strat9,4
Spanish,B,Google,Strat9,2
Spanish,B,Google,Strat9,3
Spanish,B,Google,Strat9,2
Spanish,B,Google,Strat9,2
Spanish,B,Google,Strat9,2
Spanish,B,Google,Strat9,3
Spanish,B,Google,Strat9,2
Spanish,B,Google,Strat9,3
Spanish,B,Google,Strat9,2
Spanish,B,Google,Strat9,1
Spanish,B,Google,Strat9,4
Spanish,B,Siri,Strat10,3
Spanish,B,Siri,Strat10,3
Spanish,B,Siri,Strat10,4
Spanish,B,Siri,Strat10,2
Spanish,B,Siri,Strat10,2
Spanish,B,Siri,Strat10,2
Spanish,B,Siri,Strat10,2
Spanish,B,Siri,Strat10,1
Spanish,B,Siri,Strat10,1
Spanish,B,Siri,Strat10,4
Spanish,B,Siri,Strat10,3
Spanish,B,Siri,Strat10,2
Spanish,B,Siri,Strat10,5
Spanish,B,Siri,Strat10,2
Spanish,B,Siri,Strat10,2
Spanish,B,Siri,Strat10,2
Spanish,B,Siri,Strat10,3
Spanish,B,Siri,Strat10,3
Spanish,B,Siri,Strat10,1
Spanish,B,Siri,Strat10,2
Spanish,B,Siri,Strat10,1
Spanish,B,Siri,Strat10,3
Spanish,B,Siri,Strat10,5
Spanish,B,Siri,Strat10,3
Spanish,B,Siri,Strat10,4
Spanish,B,Siri,Strat10,2
Spanish,B,Siri,Strat10,5
Spanish,B,Siri,Strat10,2
Spanish,B,Siri,Strat10,5
Spanish,B,Siri,Strat10,4
Spanish,B,Siri,Strat10,3
Spanish,B,Siri,Strat10,3
Spanish,B,Siri,Strat10,1
Spanish,B,Siri,Strat10,1
Spanish,B,Siri,Strat10,2
Spanish,B,Siri,Strat10,1
Spanish,B,Siri,Strat10,1
Spanish,B,Siri,Strat10,3
Spanish,B,Siri,Strat10,5
Spanish,B,Siri,Strat10,3
Spanish,B,Siri,Strat10,4
Spanish,B,Siri,Strat10,1
Spanish,B,Siri,Strat10,4
Spanish,B,Siri,Strat10,5
Spanish,B,Siri,Strat10,2
Spanish,B,Siri,Strat10,3
Spanish,B,Siri,Strat10,2
Spanish,B,Siri,Strat10,4
Spanish,B,Siri,Strat10,5
Spanish,B,Siri,Strat10,4
Spanish,B,Google,Strat10,4
Spanish,B,Google,Strat10,4
Spanish,B,Google,Strat10,4
Spanish,B,Google,Strat10,2
Spanish,B,Google,Strat10,1
Spanish,B,Google,Strat10,1
Spanish,B,Google,Strat10,2
Spanish,B,Google,Strat10,2
Spanish,B,Google,Strat10,3
Spanish,B,Google,Strat10,1
Spanish,B,Google,Strat10,3
Spanish,B,Google,Strat10,3
Spanish,B,Google,Strat10,4
Spanish,B,Google,Strat10,2
Spanish,B,Google,Strat10,2
Spanish,B,Google,Strat10,1
Spanish,B,Google,Strat10,3
Spanish,B,Google,Strat10,3
Spanish,B,Google,Strat10,1
Spanish,B,Google,Strat10,1
Spanish,B,Google,Strat10,1
Spanish,B,Google,Strat10,4
Spanish,B,Google,Strat10,4
Spanish,B,Google,Strat10,3
Spanish,B,Google,Strat10,5
Spanish,B,Google,Strat10,3
Spanish,B,Google,Strat10,1
Spanish,B,Google,Strat10,2
Spanish,B,Google,Strat10,5
Spanish,B,Google,Strat10,3
Spanish,B,Google,Strat10,1
Spanish,B,Google,Strat10,2
Spanish,B,Google,Strat10,1
Spanish,B,Google,Strat10,1
Spanish,B,Google,Strat10,2
Spanish,B,Google,Strat10,1
Spanish,B,Google,Strat10,1
Spanish,B,Google,Strat10,3
Spanish,B,Google,Strat10,5
Spanish,B,Google,Strat10,2
Spanish,B,Google,Strat10,3
Spanish,B,Google,Strat10,2
Spanish,B,Google,Strat10,2
Spanish,B,Google,Strat10,5
Spanish,B,Google,Strat10,1
Spanish,B,Google,Strat10,2
Spanish,B,Google,Strat10,3
Spanish,B,Google,Strat10,1
Spanish,B,Google,Strat10,5
Spanish,B,Google,Strat10,4
